id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
764,'existing paid',domestic appliance,'no known savings','male single','co applicant',real estate,bank,for free,high qualif/self emp/mgmt,none,no,38<x<55,4813<x<9350,x>3,1<x<2,33<x<47,x>3,x>1,'0<=X<200','<1',0
765,'all paid',new car,no known savings,female div/dep/mar,'co applicant',car,stores,'for free','high qualif/self emp/mgmt',none,yes,21<x<38,276<x<4813,x<1,x>3,47<x<61,x>3,x<1,0<=X<200,'4<=X<7',1
766,critical/other existing credit,retraining,500<=X<1000,male mar/wid,guarantor,real estate,none,rent,unemp/unskilled non res,none,no,4<x<21,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x<1,'<0',<1,1
767,'all paid','used car','100<=X<500','female div/dep/mar','co applicant',car,stores,'for free','unemp/unskilled non res',yes,yes,x>55,276<x<4813,x>3,1<x<2,47<x<61,1<x<2,x>1,>=200,unemployed,0
768,'delayed previously',repairs,no known savings,female div/dep/mar,guarantor,'real estate',none,'for free',skilled,none,no,4<x<21,276<x<4813,1<x<2,x<1,33<x<47,x<1,x<1,'>=200','>=7',1
769,'critical/other existing credit',domestic appliance,'100<=X<500','male div/sep',guarantor,'no known property',bank,rent,unskilled resident,none,no,4<x<21,4813<x<9350,1<x<2,2<x<3,19<x<33,x>3,x<1,'0<=X<200','<1',0
770,all paid,'used car','no known savings','male single','co applicant','no known property',bank,rent,unemp/unskilled non res,yes,no,21<x<38,9350<x<13887,x<1,x>3,33<x<47,x<1,x>1,'>=200','1<=X<4',0
771,'existing paid',radio/tv,no known savings,female div/dep/mar,guarantor,'no known property',none,rent,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,x<1,x>3,47<x<61,x>3,x<1,no checking,unemployed,1
772,critical/other existing credit,business,<100,'male single',none,'no known property',stores,rent,unskilled resident,none,yes,4<x<21,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x>1,'<0','>=7',1
773,critical/other existing credit,'domestic appliance',>=1000,'female div/dep/mar',guarantor,car,stores,for free,'high qualif/self emp/mgmt',none,yes,4<x<21,4813<x<9350,1<x<2,x<1,47<x<61,x<1,x<1,>=200,'1<=X<4',0
774,existing paid,'domestic appliance','100<=X<500',male single,none,life insurance,bank,'for free',skilled,yes,yes,21<x<38,276<x<4813,x<1,1<x<2,47<x<61,x>3,x>1,'<0','4<=X<7',0
775,'all paid','new car',500<=X<1000,male mar/wid,co applicant,'no known property',stores,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,x>3,x>1,>=200,4<=X<7,1
776,critical/other existing credit,repairs,500<=X<1000,female div/dep/mar,none,'no known property',bank,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x>3,x<1,>=200,'>=7',1
777,critical/other existing credit,new car,'500<=X<1000','male div/sep',none,car,none,for free,high qualif/self emp/mgmt,yes,no,4<x<21,4813<x<9350,x>3,x<1,47<x<61,x<1,x<1,'no checking','4<=X<7',1
778,'critical/other existing credit',retraining,'no known savings','female div/dep/mar',co applicant,'life insurance',stores,own,'unskilled resident',yes,no,4<x<21,276<x<4813,x>3,x>3,x<19,2<x<3,x<1,no checking,<1,1
779,'all paid',business,'<100',male single,none,'no known property',none,'for free',skilled,none,yes,4<x<21,276<x<4813,1<x<2,x<1,x>61,2<x<3,x<1,'>=200',>=7,1
780,'critical/other existing credit',education,'500<=X<1000',male div/sep,'co applicant',life insurance,none,for free,unskilled resident,yes,yes,38<x<55,276<x<4813,x<1,1<x<2,47<x<61,x<1,x<1,'no checking',1<=X<4,1
781,'delayed previously',used car,'<100',male mar/wid,'co applicant',real estate,none,for free,'high qualif/self emp/mgmt',none,no,4<x<21,4813<x<9350,x<1,2<x<3,19<x<33,x>3,x>1,'0<=X<200',<1,1
782,'all paid',domestic appliance,'>=1000','male single',co applicant,no known property,stores,own,unemp/unskilled non res,none,no,4<x<21,4813<x<9350,x<1,2<x<3,x>61,1<x<2,x>1,'no checking','1<=X<4',1
783,existing paid,'new car','100<=X<500','female div/dep/mar',guarantor,'real estate',none,for free,'unskilled resident',yes,yes,21<x<38,276<x<4813,2<x<3,2<x<3,33<x<47,1<x<2,x>1,>=200,1<=X<4,0
784,all paid,'domestic appliance',100<=X<500,male div/sep,'co applicant','real estate',none,rent,'unskilled resident',none,yes,21<x<38,276<x<4813,2<x<3,x<1,33<x<47,x<1,x<1,>=200,'1<=X<4',0
785,'all paid',domestic appliance,<100,female div/dep/mar,co applicant,car,bank,'for free',unskilled resident,none,yes,38<x<55,276<x<4813,1<x<2,1<x<2,x>61,1<x<2,x<1,'no checking',1<=X<4,1
786,critical/other existing credit,repairs,'no known savings',female div/dep/mar,none,life insurance,none,'for free','unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x>1,'>=200','<1',1
787,no credits/all paid,'domestic appliance',100<=X<500,female div/dep/mar,'co applicant',car,none,for free,unemp/unskilled non res,none,yes,21<x<38,276<x<4813,x<1,x>3,19<x<33,x<1,x>1,'0<=X<200',<1,0
788,no credits/all paid,business,<100,male div/sep,none,real estate,bank,for free,unskilled resident,none,yes,4<x<21,276<x<4813,x<1,x<1,47<x<61,1<x<2,x<1,0<=X<200,unemployed,1
789,'no credits/all paid',education,>=1000,male mar/wid,'co applicant','life insurance',bank,for free,skilled,none,yes,38<x<55,276<x<4813,x<1,2<x<3,19<x<33,x<1,x<1,no checking,unemployed,1
790,critical/other existing credit,'new car','500<=X<1000','female div/dep/mar',guarantor,'real estate',bank,rent,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x<1,>=200,'1<=X<4',0
791,all paid,used car,100<=X<500,female div/dep/mar,co applicant,'no known property',none,rent,'unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,x>3,19<x<33,x<1,x>1,'no checking',4<=X<7,1
792,'no credits/all paid',domestic appliance,'100<=X<500',male div/sep,'co applicant',no known property,stores,for free,'high qualif/self emp/mgmt',yes,yes,4<x<21,4813<x<9350,x<1,x>3,47<x<61,x<1,x>1,'no checking','<1',1
793,delayed previously,new car,'500<=X<1000','male single',none,'real estate',none,'for free',unemp/unskilled non res,none,yes,21<x<38,9350<x<13887,2<x<3,x>3,19<x<33,x<1,x<1,no checking,unemployed,0
794,existing paid,'new car','500<=X<1000',male single,co applicant,car,stores,for free,'unskilled resident',yes,no,38<x<55,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x<1,'0<=X<200',unemployed,0
795,existing paid,retraining,'no known savings','male mar/wid','co applicant',no known property,bank,'for free',high qualif/self emp/mgmt,yes,yes,21<x<38,276<x<4813,x<1,x>3,19<x<33,2<x<3,x>1,<0,1<=X<4,0
796,all paid,business,'no known savings',male single,none,real estate,bank,for free,'unemp/unskilled non res',none,yes,4<x<21,276<x<4813,x<1,x>3,x>61,1<x<2,x>1,>=200,<1,1
797,'existing paid',repairs,'no known savings','male mar/wid',co applicant,real estate,bank,own,'unskilled resident',yes,no,4<x<21,276<x<4813,x>3,1<x<2,47<x<61,2<x<3,x>1,'<0',<1,1
798,existing paid,repairs,'no known savings','male mar/wid','co applicant',real estate,none,rent,unskilled resident,none,yes,4<x<21,4813<x<9350,x>3,1<x<2,47<x<61,2<x<3,x<1,0<=X<200,'4<=X<7',0
799,no credits/all paid,retraining,'<100','female div/dep/mar',none,no known property,none,own,'unskilled resident',yes,yes,38<x<55,276<x<4813,1<x<2,x>3,x>61,1<x<2,x>1,<0,<1,0
800,'critical/other existing credit',new car,500<=X<1000,'male mar/wid','co applicant',real estate,none,rent,unskilled resident,yes,yes,4<x<21,4813<x<9350,1<x<2,1<x<2,33<x<47,x<1,x<1,'no checking',unemployed,1
801,all paid,radio/tv,'>=1000','male div/sep',co applicant,'no known property',stores,rent,unskilled resident,none,yes,38<x<55,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x<1,<0,1<=X<4,0
802,'critical/other existing credit',other,'>=1000',female div/dep/mar,none,car,bank,for free,'unskilled resident',none,yes,38<x<55,276<x<4813,x<1,2<x<3,33<x<47,1<x<2,x<1,<0,'4<=X<7',1
803,delayed previously,radio/tv,100<=X<500,female div/dep/mar,guarantor,'no known property',none,own,high qualif/self emp/mgmt,yes,no,38<x<55,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x>1,'no checking',1<=X<4,1
804,'all paid',new car,100<=X<500,male mar/wid,guarantor,real estate,bank,for free,'unemp/unskilled non res',yes,yes,21<x<38,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,0<=X<200,4<=X<7,1
805,'no credits/all paid','new car',500<=X<1000,female div/dep/mar,none,'life insurance',none,rent,high qualif/self emp/mgmt,yes,yes,38<x<55,276<x<4813,2<x<3,x<1,19<x<33,x<1,x<1,'no checking','<1',1
806,all paid,'domestic appliance',<100,female div/dep/mar,co applicant,'life insurance',none,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x>1,0<=X<200,'4<=X<7',0
807,'existing paid',education,no known savings,male mar/wid,co applicant,'no known property',none,for free,high qualif/self emp/mgmt,yes,no,x>55,276<x<4813,1<x<2,1<x<2,33<x<47,2<x<3,x>1,>=200,'<1',1
808,delayed previously,radio/tv,'<100','male mar/wid',guarantor,'life insurance',stores,'for free',unskilled resident,yes,yes,38<x<55,276<x<4813,x>3,1<x<2,x>61,1<x<2,x>1,'no checking','>=7',1
809,'existing paid','domestic appliance',>=1000,female div/dep/mar,guarantor,'real estate',stores,rent,skilled,none,yes,38<x<55,276<x<4813,x<1,x<1,x>61,1<x<2,x<1,'no checking',1<=X<4,1
810,'existing paid',other,'<100','male single',co applicant,car,none,own,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,x<1,x<1,'>=200','4<=X<7',1
811,critical/other existing credit,business,'100<=X<500','male div/sep','co applicant',life insurance,bank,own,unskilled resident,yes,no,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,1<x<2,x<1,'>=200',4<=X<7,0
812,critical/other existing credit,education,'500<=X<1000','female div/dep/mar',co applicant,real estate,bank,for free,high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,x>3,2<x<3,x>61,x<1,x<1,no checking,'<1',0
813,'no credits/all paid',radio/tv,no known savings,female div/dep/mar,co applicant,'life insurance',none,own,'unemp/unskilled non res',none,yes,21<x<38,276<x<4813,x<1,2<x<3,19<x<33,2<x<3,x<1,'no checking',unemployed,1
814,existing paid,'domestic appliance','100<=X<500',female div/dep/mar,none,'real estate',stores,rent,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,x>3,x>3,19<x<33,2<x<3,x<1,'no checking','4<=X<7',0
815,no credits/all paid,education,'100<=X<500',male mar/wid,none,car,stores,for free,'unemp/unskilled non res',none,yes,21<x<38,276<x<4813,x<1,1<x<2,33<x<47,1<x<2,x>1,<0,'<1',0
816,'no credits/all paid','used car','<100','male single',guarantor,no known property,stores,rent,unskilled resident,none,yes,4<x<21,276<x<4813,x>3,1<x<2,33<x<47,x<1,x<1,'>=200',1<=X<4,0
817,'all paid',business,no known savings,male mar/wid,guarantor,life insurance,bank,for free,unskilled resident,none,no,21<x<38,276<x<4813,x<1,x<1,33<x<47,2<x<3,x>1,'0<=X<200',1<=X<4,1
818,'delayed previously',used car,'<100',male single,guarantor,'life insurance',stores,'for free','unskilled resident',none,yes,21<x<38,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x>1,no checking,<1,1
819,all paid,business,100<=X<500,male single,guarantor,life insurance,none,'for free','unskilled resident',yes,yes,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,1<x<2,x>1,0<=X<200,'1<=X<4',1
820,critical/other existing credit,other,100<=X<500,'male mar/wid','co applicant',life insurance,none,'for free',high qualif/self emp/mgmt,yes,no,21<x<38,276<x<4813,x>3,x>3,19<x<33,x<1,x>1,0<=X<200,4<=X<7,0
821,all paid,radio/tv,'500<=X<1000','male single',none,real estate,bank,for free,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,1<x<2,x<1,x>61,x>3,x<1,no checking,unemployed,1
822,'critical/other existing credit',furniture/equipment,500<=X<1000,female div/dep/mar,'co applicant',car,none,rent,unemp/unskilled non res,yes,no,38<x<55,276<x<4813,1<x<2,1<x<2,33<x<47,1<x<2,x<1,'0<=X<200','>=7',1
823,existing paid,'new car',no known savings,male mar/wid,co applicant,no known property,none,for free,skilled,yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,1<x<2,x<1,'<0',1<=X<4,1
824,critical/other existing credit,new car,'500<=X<1000','male mar/wid','co applicant','life insurance',none,for free,skilled,yes,yes,x>55,276<x<4813,x>3,x<1,33<x<47,x<1,x<1,'no checking',1<=X<4,0
825,no credits/all paid,'domestic appliance',<100,male single,co applicant,real estate,bank,'for free',high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,x<1,2<x<3,19<x<33,1<x<2,x>1,no checking,'>=7',0
826,'existing paid','new car',<100,'female div/dep/mar',co applicant,car,none,rent,'high qualif/self emp/mgmt',yes,no,38<x<55,276<x<4813,2<x<3,x<1,47<x<61,1<x<2,x<1,<0,<1,1
827,no credits/all paid,radio/tv,no known savings,'male single',none,'life insurance',bank,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x>3,x>1,no checking,4<=X<7,1
828,no credits/all paid,domestic appliance,'no known savings',male mar/wid,guarantor,life insurance,none,rent,'unskilled resident',none,no,x>55,9350<x<13887,x>3,2<x<3,19<x<33,x<1,x<1,'0<=X<200','>=7',0
829,'all paid',radio/tv,100<=X<500,female div/dep/mar,guarantor,life insurance,none,'for free',unemp/unskilled non res,yes,no,4<x<21,276<x<4813,x<1,2<x<3,x>61,1<x<2,x>1,'no checking',1<=X<4,1
830,'no credits/all paid',new car,'>=1000','male single',co applicant,'real estate',stores,'for free','unemp/unskilled non res',none,no,21<x<38,276<x<4813,x>3,x>3,19<x<33,1<x<2,x<1,>=200,1<=X<4,0
831,'critical/other existing credit',other,'<100',male div/sep,co applicant,no known property,bank,'for free',unemp/unskilled non res,yes,yes,38<x<55,4813<x<9350,x>3,x<1,19<x<33,x<1,x>1,0<=X<200,'1<=X<4',0
832,'existing paid',furniture/equipment,100<=X<500,'male div/sep',guarantor,'real estate',bank,rent,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,2<x<3,x<1,'no checking',1<=X<4,1
833,'existing paid',radio/tv,no known savings,male div/sep,guarantor,no known property,stores,'for free',unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,'<0','4<=X<7',1
834,all paid,'used car','no known savings',male mar/wid,guarantor,no known property,stores,for free,unskilled resident,yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,x<19,x>3,x>1,<0,4<=X<7,1
835,'all paid',repairs,no known savings,'male div/sep',co applicant,no known property,none,own,unskilled resident,yes,yes,21<x<38,4813<x<9350,1<x<2,x>3,47<x<61,2<x<3,x>1,'>=200',>=7,1
836,'existing paid',used car,<100,'male mar/wid',co applicant,car,bank,for free,skilled,yes,yes,4<x<21,276<x<4813,x>3,x<1,47<x<61,x>3,x>1,<0,4<=X<7,1
837,'critical/other existing credit',business,500<=X<1000,female div/dep/mar,guarantor,life insurance,bank,own,'high qualif/self emp/mgmt',yes,yes,21<x<38,276<x<4813,x<1,2<x<3,47<x<61,2<x<3,x<1,'>=200','>=7',1
838,delayed previously,retraining,'no known savings','male div/sep','co applicant','life insurance',stores,own,unemp/unskilled non res,none,yes,21<x<38,9350<x<13887,x<1,1<x<2,47<x<61,x>3,x>1,no checking,>=7,0
839,'delayed previously',repairs,100<=X<500,'female div/dep/mar',co applicant,real estate,none,own,unemp/unskilled non res,yes,no,21<x<38,4813<x<9350,1<x<2,x<1,47<x<61,x>3,x<1,<0,unemployed,1
840,'existing paid','new car','no known savings','female div/dep/mar',none,'real estate',bank,own,unskilled resident,yes,yes,x>55,276<x<4813,2<x<3,x>3,19<x<33,x>3,x>1,'<0',unemployed,0
841,all paid,'used car',<100,'male div/sep',none,life insurance,none,for free,skilled,yes,no,x<4,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x<1,0<=X<200,'>=7',1
842,'all paid','used car',500<=X<1000,male div/sep,co applicant,real estate,bank,own,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,2<x<3,x<1,33<x<47,x>3,x>1,0<=X<200,unemployed,1
843,all paid,domestic appliance,500<=X<1000,'male div/sep','co applicant','life insurance',none,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,x<1,x>3,x>61,x<1,x>1,>=200,1<=X<4,0
844,'no credits/all paid','used car',>=1000,male mar/wid,'co applicant',car,stores,rent,unemp/unskilled non res,yes,yes,38<x<55,276<x<4813,2<x<3,1<x<2,47<x<61,2<x<3,x>1,no checking,'>=7',1
845,existing paid,furniture/equipment,'500<=X<1000',male single,none,'no known property',stores,rent,'unemp/unskilled non res',yes,yes,x>55,276<x<4813,x>3,2<x<3,19<x<33,2<x<3,x<1,0<=X<200,>=7,0
846,'existing paid',other,<100,'female div/dep/mar',co applicant,'real estate',none,own,'unskilled resident',none,yes,21<x<38,276<x<4813,x>3,1<x<2,47<x<61,x>3,x<1,>=200,4<=X<7,1
847,no credits/all paid,new car,'no known savings',male single,none,no known property,none,rent,'unemp/unskilled non res',none,yes,38<x<55,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x<1,0<=X<200,'1<=X<4',1
848,delayed previously,other,>=1000,male mar/wid,'co applicant',car,none,'for free','high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x>1,<0,'<1',1
849,'critical/other existing credit',furniture/equipment,'100<=X<500','male mar/wid',none,no known property,none,for free,unskilled resident,yes,no,4<x<21,276<x<4813,1<x<2,x>3,x>61,1<x<2,x<1,<0,<1,1
850,all paid,new car,<100,'male div/sep',co applicant,life insurance,stores,'for free',unemp/unskilled non res,none,no,38<x<55,276<x<4813,x<1,x>3,33<x<47,1<x<2,x>1,'no checking','1<=X<4',1
851,critical/other existing credit,'new car',no known savings,'female div/dep/mar',co applicant,real estate,stores,own,'high qualif/self emp/mgmt',none,yes,21<x<38,276<x<4813,x<1,1<x<2,47<x<61,x>3,x<1,<0,'<1',1
852,all paid,education,'500<=X<1000','male single','co applicant',car,stores,own,'unemp/unskilled non res',yes,yes,4<x<21,9350<x<13887,x<1,x<1,19<x<33,x>3,x>1,no checking,'1<=X<4',0
853,'no credits/all paid',business,<100,male single,none,no known property,bank,own,skilled,yes,yes,21<x<38,4813<x<9350,x>3,1<x<2,33<x<47,x<1,x<1,0<=X<200,'1<=X<4',1
854,'no credits/all paid','domestic appliance',500<=X<1000,'male single',guarantor,life insurance,bank,rent,'unskilled resident',none,no,x<4,276<x<4813,2<x<3,1<x<2,47<x<61,x>3,x>1,no checking,1<=X<4,1
855,'critical/other existing credit',domestic appliance,no known savings,'male mar/wid','co applicant',car,bank,own,'unemp/unskilled non res',yes,no,38<x<55,276<x<4813,1<x<2,x<1,33<x<47,x>3,x>1,0<=X<200,'<1',1
856,no credits/all paid,domestic appliance,'no known savings',male single,'co applicant','no known property',none,for free,'unskilled resident',none,yes,38<x<55,276<x<4813,x<1,1<x<2,33<x<47,x<1,x>1,'0<=X<200','<1',0
857,critical/other existing credit,radio/tv,>=1000,male mar/wid,'co applicant',no known property,stores,own,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,1<x<2,x>1,>=200,1<=X<4,1
858,'all paid',repairs,'no known savings',male div/sep,co applicant,'life insurance',none,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,2<x<3,x<1,>=200,'1<=X<4',1
859,all paid,used car,'<100','male mar/wid',none,no known property,none,for free,'high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x>1,0<=X<200,<1,1
860,all paid,used car,'no known savings',male single,guarantor,car,bank,rent,unemp/unskilled non res,yes,no,21<x<38,4813<x<9350,2<x<3,x<1,x>61,1<x<2,x<1,'<0',<1,1
861,'critical/other existing credit',used car,100<=X<500,'male single',guarantor,real estate,bank,rent,'unemp/unskilled non res',none,no,x>55,9350<x<13887,2<x<3,x>3,47<x<61,1<x<2,x>1,0<=X<200,'>=7',1
862,'no credits/all paid',retraining,no known savings,'female div/dep/mar',co applicant,'real estate',none,own,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x>3,x<1,'0<=X<200','<1',1
863,'all paid','new car','<100','male mar/wid',guarantor,real estate,bank,'for free',unskilled resident,none,yes,x>55,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x>1,0<=X<200,'<1',0
864,'critical/other existing credit',new car,500<=X<1000,male single,guarantor,no known property,bank,for free,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x>3,x>1,>=200,4<=X<7,1
865,'no credits/all paid',business,'100<=X<500',male mar/wid,co applicant,'life insurance',bank,'for free','high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x<1,x>3,33<x<47,x<1,x<1,0<=X<200,>=7,1
866,'delayed previously',retraining,'no known savings',male div/sep,'co applicant','real estate',bank,'for free','unskilled resident',none,no,21<x<38,276<x<4813,1<x<2,1<x<2,19<x<33,x>3,x<1,<0,1<=X<4,1
867,'critical/other existing credit',domestic appliance,'no known savings','male single',guarantor,real estate,none,for free,'high qualif/self emp/mgmt',none,yes,21<x<38,9350<x<13887,2<x<3,2<x<3,x>61,2<x<3,x>1,0<=X<200,'4<=X<7',1
868,critical/other existing credit,furniture/equipment,'100<=X<500',female div/dep/mar,co applicant,life insurance,bank,rent,high qualif/self emp/mgmt,yes,no,21<x<38,4813<x<9350,x>3,x<1,33<x<47,x>3,x>1,'>=200',unemployed,0
869,'no credits/all paid',repairs,500<=X<1000,'male div/sep',co applicant,'life insurance',none,'for free',unemp/unskilled non res,none,yes,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,x<1,x<1,>=200,unemployed,0
870,no credits/all paid,other,'no known savings','male mar/wid',guarantor,life insurance,none,own,'unemp/unskilled non res',none,no,4<x<21,4813<x<9350,x>3,2<x<3,x>61,2<x<3,x<1,'>=200',unemployed,0
871,'delayed previously',used car,no known savings,'male single',co applicant,car,none,own,unemp/unskilled non res,yes,no,38<x<55,4813<x<9350,x<1,2<x<3,19<x<33,2<x<3,x>1,'no checking','>=7',1
872,critical/other existing credit,'used car','100<=X<500',male div/sep,guarantor,life insurance,stores,own,unskilled resident,yes,yes,38<x<55,276<x<4813,x>3,x<1,47<x<61,x>3,x<1,'0<=X<200',4<=X<7,0
873,'existing paid',other,500<=X<1000,'male single',guarantor,no known property,none,for free,skilled,yes,no,21<x<38,276<x<4813,x<1,x<1,x>61,x>3,x>1,'no checking',unemployed,1
874,critical/other existing credit,retraining,'500<=X<1000',male div/sep,guarantor,real estate,bank,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,x<1,x<1,x>61,x<1,x>1,0<=X<200,unemployed,1
875,'existing paid',furniture/equipment,100<=X<500,male mar/wid,none,real estate,bank,'for free','high qualif/self emp/mgmt',yes,no,x<4,276<x<4813,x>3,2<x<3,33<x<47,x<1,x<1,'no checking','<1',1
876,all paid,repairs,500<=X<1000,male mar/wid,none,real estate,none,'for free','high qualif/self emp/mgmt',none,yes,21<x<38,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,'0<=X<200','>=7',1
877,'delayed previously','new car',500<=X<1000,female div/dep/mar,'co applicant',car,stores,for free,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,x>3,x<1,47<x<61,1<x<2,x<1,'<0','<1',1
878,all paid,repairs,'<100','male div/sep','co applicant','life insurance',none,'for free','high qualif/self emp/mgmt',none,yes,21<x<38,4813<x<9350,x<1,x>3,19<x<33,x<1,x>1,'0<=X<200',<1,0
879,'delayed previously',repairs,'100<=X<500','male single','co applicant',real estate,stores,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,<0,1<=X<4,1
880,no credits/all paid,furniture/equipment,'no known savings','female div/dep/mar',none,'real estate',stores,own,high qualif/self emp/mgmt,none,no,38<x<55,4813<x<9350,2<x<3,1<x<2,47<x<61,x<1,x<1,<0,>=7,0
881,no credits/all paid,furniture/equipment,100<=X<500,male div/sep,co applicant,'real estate',none,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,1<x<2,x>1,no checking,>=7,1
882,existing paid,education,'500<=X<1000','female div/dep/mar',guarantor,'no known property',none,rent,unskilled resident,yes,no,38<x<55,276<x<4813,1<x<2,2<x<3,19<x<33,2<x<3,x>1,'>=200','<1',0
883,existing paid,furniture/equipment,100<=X<500,male single,guarantor,no known property,bank,own,high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,1<x<2,1<x<2,33<x<47,x>3,x>1,<0,'4<=X<7',1
884,'no credits/all paid','new car',>=1000,'female div/dep/mar','co applicant',life insurance,none,for free,skilled,none,yes,x>55,276<x<4813,x<1,1<x<2,33<x<47,1<x<2,x>1,no checking,unemployed,0
885,delayed previously,'used car','>=1000',female div/dep/mar,none,'no known property',stores,own,'unemp/unskilled non res',yes,no,21<x<38,276<x<4813,x<1,x>3,33<x<47,2<x<3,x>1,'<0','>=7',1
886,all paid,other,500<=X<1000,female div/dep/mar,co applicant,car,none,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x<1,x>1,0<=X<200,4<=X<7,1
887,'all paid','new car','500<=X<1000','female div/dep/mar','co applicant','real estate',stores,rent,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,x>3,x<1,'no checking',>=7,1
888,existing paid,used car,>=1000,male single,co applicant,no known property,none,'for free',unskilled resident,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,x>61,1<x<2,x>1,0<=X<200,'4<=X<7',1
889,delayed previously,retraining,'>=1000',male single,co applicant,'no known property',bank,'for free',high qualif/self emp/mgmt,yes,yes,38<x<55,4813<x<9350,x>3,x>3,47<x<61,x>3,x>1,'no checking',>=7,0
890,delayed previously,retraining,'<100','male div/sep','co applicant','no known property',none,'for free',unskilled resident,none,no,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,x>3,x<1,>=200,4<=X<7,1
891,'critical/other existing credit','domestic appliance',<100,male mar/wid,guarantor,'real estate',none,for free,'unemp/unskilled non res',none,yes,38<x<55,9350<x<13887,x>3,1<x<2,47<x<61,1<x<2,x<1,<0,1<=X<4,0
892,'existing paid',domestic appliance,'<100','male single','co applicant','no known property',none,'for free','high qualif/self emp/mgmt',none,no,4<x<21,4813<x<9350,x>3,1<x<2,47<x<61,x<1,x<1,'0<=X<200','<1',0
893,no credits/all paid,retraining,no known savings,female div/dep/mar,guarantor,no known property,stores,own,'unemp/unskilled non res',yes,no,4<x<21,4813<x<9350,2<x<3,1<x<2,47<x<61,2<x<3,x<1,0<=X<200,1<=X<4,1
894,'delayed previously',repairs,'no known savings',female div/dep/mar,guarantor,no known property,stores,for free,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x<1,'0<=X<200','<1',1
